"Text","Author","Likes"
"I think one thing that is missing in this video is all the new additive manufacturing methods that allow exponetially more competition in the manufacturing space. I doubt any injection molding machine can produce both a chair and/or a spoon and compete in both markets as needed with minimal upfront costs. Additionally, this type of manufacturing doesn''t usually require huge human oversight, meaning that you can lower costs further!  Ai should also have mentioned things such as the robot slaves you can now own, which will reduce the time spent on things like chores, meaning more people can work on more productive projects.","@st0rmerc00l8",""
"massive technological change equals massive cultural change","@TutorEdward","1"
"A lot of optimism in this pitch. I, for one, don''t think it''s justified, but I''m old.","@tedspradley809",""
"Thank you for an unusually hopeful view of our future!  I like the aspect ratio of your video too!","@Simon_Rafferty",""
"don''t forget nanotechnology, robotics, (possible rise in space and fusion tech), and information technology (computing improving more and more, internet being rather new global phenomenon) having a huge impact on society","@clarawasarmada",""
"The idea that because solar panels exist we defacto have unlimited clean energy is very unconvincing.","@thomasjensen5028",""
"I wish i could be immortal to see humanity advance. This is so cool","@lucasl1585",""
"Those 25 year periods in between the 80 year periods looks like sparks and we might embark on the spark that starts the flame where our species will progress beyond recognition. Imagine if that is the precipice we stand in front of. Wouldn''t that be crazy,","@k1mpman",""
"A point of contention is people see this as replacing both having to work and having to think. AI is neither. AI is a tool for us to use. If you willingly use it to replace your own sense of thinking - not just critical thinking, but thinking overall - then you''re essentially not using the technology in the ""right"" way.","@Twinrehz",""
"Best vision-based video I’ve seen. Interesting that Elon Musk has been involved in all of these facets for years with Tesla (clean energy, transportation, energy storage), xAi (AI, grok), Neuralink (biohacking), and add in transportation with Boring Co and SpaceX.","@pablogalvz",""
"I find it fascinating how many people believe that the world should just stay the same as it was— And any advancements is just bull.","@Ripkittymi",""
"Unlimited clean energy from the sun -> all manufacturing by robots -> all food grown in massive factories -> goods and services delivered right at your home People don''t work, have fun, party all then want, learn, read, create, play, live long and healthy lives. I don''t see what could go wrong!","@bythecliff",""
"I hope this extraordinary technology comes with the planet in place.","@El-up1ri",""
"With the current American administration, I have become increasingly grateful for the existence of other countries to push back on the current failure in our government!!","@ZodyZody",""
"“In the Old South you basically had slavery”. Adding basically there minimizes the brutality of chattel slavery in the USA.","@Lapage619",""
"I don''t disagree, but the true/full benefits of these technologies will only be enjoyed by a relative few. I think the ''war'' period that we''re entering (as each of the previous epochs had) will be a class one.","@stephenhunt6253",""
"Communication - Energy - Logistics Matrix upgrades as a trifecta always launch the next revolution.  Let''s GO!","@UnderOneSky",""
"6:21 ""A hundred and fifty acres... For free! ""   Angry goose: Whose acres, dude? Whose acres!!??","@davido2644",""
"Great content! I''d only add that the Enlightenment didn''t necessarily revolve around Britain. France, Scotland (Britain) and Germany made major contributions to the Enlightenment. Voltaire, Rousseau, Montesquieu, Smith, Hume and Kant are major Enlightenment thinkers.","@TheNúmenórean",""
"Not me realizing how impactful our generation will be","@JosieGHermosura",""
"We’re actually in the Age of Information I studied this. Bc we are constantly learning new things and looking things up","@Rrevot",""
"Yes to great new tech. No to a global government. America first always.","@HastyClip",""
"They NEVER taxed the rich at 90% in US. That''s a myth. The reality was that there were a ton loopholes and tax breaks so people paid closer to 30-40%. Also, this started in the beginning of WW2, so there was a huge insentive to pay for the war, after the war it was a huge insentive to rebuild Europe. That''s the only reason why people went along with it. It was a 10/10 crisis.","@Hazlitt123","1"
